Type,FiscalYear,WorkPeriod,StatedDistrict,PresentDayDistrict,ProjectDistrict,ProjectName,PlacementLocation,RemovedFromNavPath,VolumePlaced,VolumePlacedUnit,MeasurementType,WeightPlaced,WeightPlacedUnit,MaterialPlaced,WorkType,OperationID,DistrictID,ProjectID,ApproxPageNumber,Appendix,Offset,FileVolume,FilePart
Placement,1909,During Fiscal Year,New York District,New York District,,NEW YORK HARBOR,embankment,harbor,"638,339",cubic yards,,,,,,17166468254745842,17166468254705839,17166468254704543,1097,Yes,4340229,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Duluth District,Detroit District,,"Harbor at Ashland, Wis.",breakwater,,,,,"43,116",tons,rock,,17166468254745206,17166468254705523,17166468254704903,670,No,2481773,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Savannah District,Savannah District,,"Cumberland Sound, Georgia and Florida.",jetty,navigable channel,,,,"29,697.57",tons,stone,,17166468254745064,17166468254705458,17166468254704753,356,No,1308549,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Hawaii District,Honolulu District,,"Honolulu Harbor, Hawaii.",shore,harbor,"208,106",cubic yards,,,,,,17166468254745315,17166468254705556,17166468254705028,894,No,3312773,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Hawaii District,Honolulu District,,"Harbor at Hilo, Hawaii.",breakwater,,,,,"31,507",tons,stone,,17166468254745318,17166468254705556,17166468254705029,896,No,3318817,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,During Fiscal Year,Seattle District,Seattle District,,"Tacoma Harbor, Washington.",,bulkheads,"855,000",cubic yards,,,,,,17166468254745306,17166468254705555,17166468254705017,882,No,3265253,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Cincinnati District,Louisville District,,"Lock and Dam No. 37, Ohio River.",walls,,"1,291",cubic yards,,,,concrete,,17166468254745179,17166468254705508,17166468254704872,610,No,2259753,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Norfolk District,Norfolk District,,"Blackwater River, Virginia.",,River and Harbor Works,"1,238",cubic yards,,,,slag,,17166468254745821,17166468254706201,17166468254704579,1259,Yes,5090618,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Norfolk District,Norfolk District,,"Blackwater River, Virginia.",,River and Harbor Works,855,cubic yards,,,,stone,,17166468254745821,17166468254706201,17166468254704579,1259,Yes,5090589,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,New Orleans District,New Orleans District,,"Bayou Plaquemine, Grand River, and Pigeon bayous, Louisi- ana.",,,"24,203",cubic yards,,,,,,17166468254745104,17166468254705470,17166468254704801,448,No,1642366,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Baltimore District,Baltimore District,,"Anacostia River, District of Columbia.",wall,,"4,023.1",cubic yards,,,,,,17166468254744978,17166468254705446,17166468254704704,253,No,930344,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Boston District,New England District,,"IMPROVEMENT OF HARBOR AT NEWBURYPORT, MASSACHUSETTS",,,,,,"11,961",tons,rubblestone,,17166468254745362,17166468254705679,17166468254705208,980,Yes,3631902,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Philadelphia District,Philadelphia District,,WORK OF THE UNITED STATES DREDGING PLANT IN EXCAVATION  OF THE 30-FOOT CHANNEL AND MAINTENANCE.,shore,required channel,"64,221",cubic yards,,,,,,17166468254745618,17166468254706006,17166468254704556,1148,Yes,4590193,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Boston District,New England District,,"IMPROVEMENT OF HARBOR AT NEWBURYPORT, MASSACHUSETTS",,,,,,"7,462",tons,,,17166468254745364,17166468254705679,17166468254705208,980,Yes,3632104,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Boston District,New England District,,"IMPROVEMENT OF HARBOR AT NEWBURYPORT, MASSACHUSETTS",,,,,,"4,499",tons,stone,,17166468254745366,17166468254705679,17166468254705208,980,Yes,3632292,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,New Orleans District,New Orleans District,,"Bayou Plaquemine, Grand River, and Pigeon bayous, Louisi- ana.",levee,river,"14,600",cubic yards,,,,earth,,17166468254745095,17166468254705470,17166468254704801,447,No,1639942,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Baltimore District,Baltimore District,,"Elk River, Maryland. Maryland.",wall,,"4,023.1",cubic yards,,,,riprap,,17166468254745738,17166468254706081,17166468254704574,1218,Yes,4901112,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,New Orleans District,New Orleans District,,"Bayou Plaquemine, Grand River, and Pigeon bayous, Louisi- ana.",levee,river approach,"33,688",cubic yards,,,,,,17166468254745097,17166468254705470,17166468254704801,447,No,1640055,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,New Orleans District,New Orleans District,,"Bayou Plaquemine, Grand River, and Pigeon bayous, Louisi- ana.",walls,approach,"2,643",cubic yards,,,,,,17166468254745102,17166468254705470,17166468254704801,447,No,1640275,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,During Fiscal Year,Detroit District,Detroit District,,"St. Marys River at the falls, Michigan.",walls,present canal,"2,253",cubic yards,,,,,,17166468254745230,17166468254705533,17166468254704950,757,No,2792869,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,New Orleans District,New Orleans District,,"Bayou Plaquemine, Grand River, and Pigeon bayous, Louisi- ana.",,,"39,940",cubic yards,,,,,,17166468254745088,17166468254705470,17166468254704801,447,No,1639135,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,During Fiscal Year,Maine District,New England District,,"Sasanoa River, Maine",jetties,,,,,"21,722",tons,stone,,17166468254745344,17166468254705637,17166468254704514,973,Yes,3602054,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,New Orleans District,New Orleans District,,"Bayou Plaquemine, Grand River, and Pigeon bayous, Louisi- ana.",walls,approach,"65,729",cubic yards,,,,,,17166468254745090,17166468254705470,17166468254704801,447,No,1639493,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Maine District,New England District,,"Sasanoa River, Maine",jetties,,,,,"30,000",tons,stone,,17166468254745350,17166468254705637,17166468254704514,974,Yes,3605393,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,New Orleans District,New Orleans District,,"Bayou Plaquemine, Grand River, and Pigeon bayous, Louisi- ana.",walls,approach,"9,855",cubic yards,,,,concrete,,17166468254745093,17166468254705470,17166468254704801,447,No,1639584,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,New London District,New England District,,"IMPROVEMENT OF NORWALK HARBOR, CONNECTICUT",,,15,cubic yards,,,,concrete,,17166468254745466,17166468254705786,17166468254705268,1049,Yes,3952679,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Baltimore District,Baltimore District,,"Urbana Creek, Virginia.",jetty,,"1,095.4",cubic yards,,,,stone,,17166468254745008,17166468254705446,17166468254704709,266,No,979570,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Baltimore District,Baltimore District,,"Elk River, Maryland. Maryland.",jetty,,"1,655.8",cubic yards,,,,stone,,17166468254745776,17166468254706081,17166468254704574,1237,Yes,4988334,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Norfolk District,Norfolk District,,"Perquimans River, North Carolina.",,river,,,,"36,000",tons,,,17166468254745010,17166468254705452,17166468254704722,285,No,1047216,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,New York District,New York District,,NEW YORK,,,"1,236,089",cubic yards,,,,,,17166468254745522,17166468254705839,17166468254705305,1098,Yes,4340515,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,During Fiscal Year,New York District,New York District,,NEW YORK HARBOR,wall,Buttermilk channel,,,,"22,216",tons,riprap,,17166468254745524,17166468254705839,17166468254704543,1098,Yes,4341049,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Los Angeles District,Los Angeles District,,"Deep water harbor at San Pedro Bay, California.",,,,,,"86,610",tons,stone,,17166468254745269,17166468254705545,17166468254704984,817,No,3018245,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Baltimore District,Baltimore District,,"Nomini Creek, Virginia.",jetty,,"6,014",cubic yards,,,,stone,,17166468254745000,17166468254705446,17166468254704707,263,No,967419,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Baltimore District,Baltimore District,,"Nomini Creek, Virginia.",,,"3,000",cubic yards,,,,oyster shells,,17166468254745000,17166468254705446,17166468254704707,263,No,967451,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,During Fiscal Year,Buffalo District,Buffalo District,,"Harbor at Buffalo, N. Y.",,,,,,"3,281",tons,heavy riprap,,17166468254745260,17166468254705543,17166468254704974,801,No,2960560,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Baltimore District,Baltimore District,,"Elk River, Maryland. Maryland.",dikes,,37.4,cubic yards,,,,stone,,17166468254745773,17166468254706081,17166468254704574,1237,Yes,4988145,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Baltimore District,Baltimore District,,"Elk River, Maryland. Maryland.",dike,,404.4,cubic yards,,,,stone,,17166468254745773,17166468254706081,17166468254704574,1237,Yes,4988108,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Baltimore District,Baltimore District,,"York, Mattaponi, and Pamunkey rivers, and Occoquan and Carters creeks, Virginia.--(a) York River.",dikes,,"6,475",cubic yards,,,,stone,,17166468254744992,17166468254705446,17166468254704706,260,No,957065,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Wilmington District,Wilmington District,,"Wilmington Harbor, Delaware.",jetty,,,,,"75,079",tons,stone,,17166468254745633,17166468254706037,17166468254704570,1168,Yes,4661034,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Baltimore District,Baltimore District,,"York, Mattaponi, and Pamunkey rivers, and Occoquan and Carters creeks, Virginia.--(a) York River.",jetty,,"1,507",cubic yards,,,,stone,,17166468254744996,17166468254705446,17166468254704706,262,No,961932,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Baltimore District,Baltimore District,,"Elk River, Maryland. Maryland.",jetty,,"1,042",cubic yards,,,,riprap,,17166468254745763,17166468254706081,17166468254704574,1234,Yes,4972943,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Baltimore District,Baltimore District,,"Elk River, Maryland. Maryland.",jetty,,298,cubic yards,,,,,,17166468254745765,17166468254706081,17166468254704574,1234,Yes,4973274,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Boston District,New England District,,"IMPROVEMENT OF ESSEX RIVER, MASSACHUSETTS",,,,,,"83,382",tons,rubblestone,,17166468254745372,17166468254705679,17166468254705210,984,Yes,3643685,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Norfolk District,Norfolk District,,"Blackwater River, Virginia.",levee,,"12,912",cubic yards,,,,,,17166468254745884,17166468254706201,17166468254704579,1259,Yes,5089375,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1909,,Wilmington District,Wilmington District,,"Wilmington Harbor, Delaware.",bulkhead,Delaware River,"16,703",cubic yards,,,,,,17166468254745627,17166468254706037,17166468254704570,1161,Yes,4632798,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1909_PartI.csv,I
Placement,1910,,Los Angeles District,Los Angeles District,,"Deep-water harbor at San Pedro Bay, California.",,,,,,"86,610",tons,stone,,13606127014511817,13606127014470808,13606127014470191,903,No,3189911,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1910.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1910.csv
Placement,1910,,Vicksburg District,Vicksburg District,,"Mouth of Yazoo River and harbor at Vicksburg, Miss.",levee,wooden bulkheads,"5,889",cubic yards,,,,embankment,,13606127014511700,13606127014470729,13606127014470002,591,No,2091989,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1910.csv,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1910.csv
